> PRN,time,C1C,L1C,S1C,C2W,L2W,S2W,C2X,L2X,S2X,C5X,L5X,S5X,Unnamed: 14,Unnamed: 15,Unnamed: 16
S22, 2025-01-02 00:36:00.000,40407705.97,212343874.3,34.1,,,,,,,,,,,,
S22, 2025-01-02 00:36:30.000,40408177.66,212346345.4,33.5,,,,,,,,,,,,
S22, 2025-01-02 00:37:00.000,40408642.38,212348808.1,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:37:30.000,40409113.56,212351273.4,33.7,,,,,,,,,,,,
S22, 2025-01-02 00:38:00.000,40409581.97,212353737.5,33.7,,,,,,,,,,,,
S22, 2025-01-02 00:38:30.000,40410049.47,212356197.6,33.8,,,,,,,,,,,,
S22, 2025-01-02 00:39:00.000,40410513.73,212358650.6,32.5,,,,,,,,,,,,
S22, 2025-01-02 00:39:30.000,40410980.34,212361106.9,34,,,,,,,,,,,,
S22, 2025-01-02 00:40:30.000,40411910.28,212366001.7,32.9,,,,,,,,,,,,
S22, 2025-01-02 00:41:00.000,40412380.42,212368449.3,33.2,,,,,,,,,,,,
S22, 2025-01-02 00:41:30.000,40412843.73,212370889.5,33.3,,,,,,,,,,,,
S22, 2025-01-02 00:42:00.000,40413309.45,212373331.1,33.9,,,,,,,,,,,,
S22, 2025-01-02 00:42:30.000,40413770.88,212375760.3,32.9,,,,,,,,,,,,
S22, 2025-01-02 00:43:00.000,40414236.64,212378193.6,33.6,,,,,,,,,,,,
S22, 2025-01-02 00:43:30.000,40414698.23,212380628.2,33.7,,,,,,,,,,,,
S22, 2025-01-02 00:44:00.000,40415161.42,212383058.8,33.7,,,,,,,,,,,,
S22, 2025-01-02 00:44:30.000,40415630.67,212385489.5,33.2,,,,,,,,,,,,
S22, 2025-01-02 00:45:00.000,40416089.3,212387916.6,33.5,,,,,,,,,,,,
S22, 2025-01-02 00:45:30.000,40416545.16,212390339.6,33.3,,,,,,,,,,,,
S22, 2025-01-02 00:46:00.000,40417006.98,212392758.9,33.1,,,,,,,,,,,,
S22, 2025-01-02 00:46:30.000,40417471.28,212395175.5,33.3,,,,,,,,,,,,
S22, 2025-01-02 00:47:00.000,40417934.27,212397585.2,33.6,,,,,,,,,,,,
S22, 2025-01-02 00:47:30.000,40418390.78,212399998.6,33.5,,,,,,,,,,,,
S22, 2025-01-02 00:48:00.000,40418850.61,212402406.3,34.7,,,,,,,,,,,,
S22, 2025-01-02 00:48:30.000,40419308.16,212404817,33.2,,,,,,,,,,,,
S22, 2025-01-02 00:49:00.000,40419764.16,212407220.6,32.8,,,,,,,,,,,,
S22, 2025-01-02 00:49:30.000,40420223.13,212409628.4,33.6,,,,,,,,,,,,
S22, 2025-01-02 00:50:00.000,40420677.14,212412028.9,32.9,,,,,,,,,,,,
S22, 2025-01-02 00:50:30.000,40421138.02,212414428.8,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:51:00.000,40421590.89,212416826.1,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:51:30.000,40422051.19,212419223.6,32.9,,,,,,,,,,,,
S22, 2025-01-02 00:52:00.000,40422504.97,212421617,32.8,,,,,,,,,,,,
S22, 2025-01-02 00:52:30.000,40422956.08,212424004.2,33.8,,,,,,,,,,,,
S22, 2025-01-02 00:53:00.000,40423409.28,212426392.1,32.6,,,,,,,,,,,,
S22, 2025-01-02 00:53:30.000,40423863.2,212428775.3,33.1,,,,,,,,,,,,
S22, 2025-01-02 00:54:00.000,40424320.44,212431154.3,32.8,,,,,,,,,,,,
S22, 2025-01-02 00:54:30.000,40424770.41,212433533.1,33.7,,,,,,,,,,,,
S22, 2025-01-02 00:55:00.000,40425221.11,212435908.3,32.8,,,,,,,,,,,,
S22, 2025-01-02 00:55:30.000,40425679.17,212438279,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:56:00.000,40426125.7,212440646.7,33.1,,,,,,,,,,,,
S22, 2025-01-02 00:56:30.000,40426577.23,212443014.2,33.3,,,,,,,,,,,,
S22, 2025-01-02 00:57:00.000,40427029.34,212445373.4,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:57:30.000,40427476.84,212447733.6,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:58:00.000,40427925.83,212450089.9,33.4,,,,,,,,,,,,
S22, 2025-01-02 00:58:30.000,40428372.03,212452452,33.6,,,,,,,,,,,,
S22, 2025-01-02 00:59:00.000,40428821.03,212454805.4,33.5,,,,,,,,,,,,
S22, 2025-01-02 00:59:30.000,40429271.08,212457151.2,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:00:00.000,40429716.89,212459495.7,33.3,,,,,,,,,,,,
S22, 2025-01-02 01:00:30.000,40430162.36,212461839.4,33.9,,,,,,,,,,,,
S22, 2025-01-02 01:01:00.000,40430611.03,212464185.5,32.9,,,,,,,,,,,,
S22, 2025-01-02 01:01:30.000,40431053.16,212466523.6,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:02:00.000,40431499.5,212468864,32.9,,,,,,,,,,,,
S22, 2025-01-02 01:02:30.000,40431942.42,212471196,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:03:00.000,40432383.84,212473525.5,32.5,,,,,,,,,,,,
S22, 2025-01-02 01:03:30.000,40432833.52,212475849.4,32.5,,,,,,,,,,,,
S22, 2025-01-02 01:04:00.000,40433271.39,212478168.2,32,,,,,,,,,,,,
S22, 2025-01-02 01:04:30.000,40433714.75,212480490.7,33,,,,,,,,,,,,
S22, 2025-01-02 01:05:00.000,40434159.7,212482811.8,33.2,,,,,,,,,,,,
S22, 2025-01-02 01:05:30.000,40434601.48,212485123.7,33.4,,,,,,,,,,,,
S22, 2025-01-02 01:06:00.000,40435040.7,212487433.4,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:06:30.000,40435476.28,212489737.3,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:07:00.000,40435919.69,212492049.5,31.6,,,,,,,,,,,,
S22, 2025-01-02 01:07:30.000,40436356.84,212494356.4,31.9,,,,,,,,,,,,
S22, 2025-01-02 01:08:00.000,40436793.28,212496660,32.5,,,,,,,,,,,,
S22, 2025-01-02 01:08:30.000,40437233.13,212498962.7,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:09:00.000,40437671.14,212501261,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:09:30.000,40438107.28,212503551.7,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:10:00.000,40438541.41,212505836.6,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:10:30.000,40438980.17,212508127.9,33.3,,,,,,,,,,,,
S22, 2025-01-02 01:11:00.000,40439410.47,212510415,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:11:30.000,40439845.89,212512697.1,32.9,,,,,,,,,,,,
S22, 2025-01-02 01:12:00.000,40440277.67,212514972.8,32.4,,,,,,,,,,,,
S22, 2025-01-02 01:12:30.000,40440714.03,212517244.2,34.1,,,,,,,,,,,,
S22, 2025-01-02 01:13:00.000,40441146.23,212519512.5,31.8,,,,,,,,,,,,
S22, 2025-01-02 01:13:30.000,40441579.72,212521781.7,33.8,,,,,,,,,,,,
S22, 2025-01-02 01:14:00.000,40442008.52,212524051.4,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:14:30.000,40442436.94,212526313.4,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:15:00.000,40442868,212528573.7,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:15:30.000,40443299.31,212530831.8,32.2,,,,,,,,,,,,
S22, 2025-01-02 01:16:00.000,40443729.55,212533085.3,33.4,,,,,,,,,,,,
S22, 2025-01-02 01:16:30.000,40444159.72,212535338.4,34.3,,,,,,,,,,,,
S22, 2025-01-02 01:17:00.000,40444583.31,212537576.8,33.6,,,,,,,,,,,,
S22, 2025-01-02 01:17:30.000,40445015.81,212539817.2,33.4,,,,,,,,,,,,
S22, 2025-01-02 01:18:00.000,40445443.55,212542052.4,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:18:30.000,40445865.58,212544286.9,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:19:00.000,40446296.19,212546510.7,33.4,,,,,,,,,,,,
S22, 2025-01-02 01:19:30.000,40446717.55,212548741,34.1,,,,,,,,,,,,
S22, 2025-01-02 01:20:00.000,40447144.83,212550963.3,35,,,,,,,,,,,,
S22, 2025-01-02 01:20:30.000,40447571.78,212553184.2,32.4,,,,,,,,,,,,
S22, 2025-01-02 01:22:00.000,40448832.81,212560031.2,33.1,,,,,,,,,,,,
S22, 2025-01-02 01:22:30.000,40449249.41,212562244.1,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:23:00.000,40449671.25,212564448.8,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:23:30.000,40450093.83,212566655.4,31.6,,,,,,,,,,,,
S22, 2025-01-02 01:24:00.000,40450511.86,212568856.5,31.9,,,,,,,,,,,,
S22, 2025-01-02 01:24:30.000,40450928.17,212571062.5,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:25:00.000,40451343.16,212573267,31.9,,,,,,,,,,,,
S22, 2025-01-02 01:25:30.000,40451767.55,212575462,32.4,,,,,,,,,,,,
S22, 2025-01-02 01:26:00.000,40452178.27,212577651.9,33,,,,,,,,,,,,
S22, 2025-01-02 01:26:30.000,40452597.8,212579838.5,33.6,,,,,,,,,,,,
S22, 2025-01-02 01:27:00.000,40453013.02,212582017.3,33.3,,,,,,,,,,,,
S22, 2025-01-02 01:27:30.000,40453427.45,212584196.4,34.6,,,,,,,,,,,,
S22, 2025-01-02 01:28:00.000,40453843.19,212586375.8,33.2,,,,,,,,,,,,
S22, 2025-01-02 01:28:30.000,40454256.7,212588547.4,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:29:00.000,40454667.28,212590715.9,33.2,,,,,,,,,,,,
S22, 2025-01-02 01:29:30.000,40455078.98,212592882.7,34.5,,,,,,,,,,,,
S22, 2025-01-02 01:30:00.000,40455490.38,212595051.1,33.5,,,,,,,,,,,,
S22, 2025-01-02 01:30:30.000,40455901.91,212597203.2,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:31:00.000,40456312.77,212599357.9,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:31:30.000,40456717.83,212601504.8,32.2,,,,,,,,,,,,
S22, 2025-01-02 01:32:00.000,40457130.08,212603652.3,33,,,,,,,,,,,,
S22, 2025-01-02 01:33:00.000,40457943.72,212607942.4,33.1,,,,,,,,,,,,
S22, 2025-01-02 01:33:30.000,40458351.22,212610075.7,33.1,,,,,,,,,,,,
S22, 2025-01-02 01:34:00.000,40458759.52,212612200.4,33.9,,,,,,,,,,,,
S22, 2025-01-02 01:34:30.000,40459165.2,212614326.8,34,,,,,,,,,,,,
S22, 2025-01-02 01:35:00.000,40459575.48,212616444.8,31.2,,,,,,,,,,,,
S22, 2025-01-02 01:35:30.000,40459979.14,212618564.4,34.1,,,,,,,,,,,,
S22, 2025-01-02 01:36:00.000,40460381.25,212620677.4,33.7,,,,,,,,,,,,
S22, 2025-01-02 01:36:30.000,40460785.83,212622793.6,35.4,,,,,,,,,,,,
S22, 2025-01-02 01:37:00.000,40461184.98,212624904.6,35.7,,,,,,,,,,,,
S22, 2025-01-02 01:37:30.000,40461588.44,212627006.2,35.2,,,,,,,,,,,,
S22, 2025-01-02 01:38:00.000,40461988.58,212629114.6,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:38:30.000,40462387.61,212631213.1,29.6,,,,,,,,,,,,
S22, 2025-01-02 01:39:00.000,40462784.5,212633307.6,30.8,,,,,,,,,,,,
S22, 2025-01-02 01:46:00.000,40468302.02,212662343.1,30.5,,,,,,,,,,,,
S22, 2025-01-02 01:46:30.000,40468693.11,212664383,31,,,,,,,,,,,,
S22, 2025-01-02 01:47:00.000,40469080.83,212666416.8,31.2,,,,,,,,,,,,
S22, 2025-01-02 01:47:30.000,40469462.52,212668465.6,33.5,,,,,,,,,,,,
S22, 2025-01-02 01:48:00.000,40469854.5,212670486.9,33.2,,,,,,,,,,,,
S22, 2025-01-02 01:48:30.000,40470239.25,212672509.2,33.8,,,,,,,,,,,,
S22, 2025-01-02 01:49:00.000,40470622.23,212674532.6,32.8,,,,,,,,,,,,
S22, 2025-01-02 01:49:30.000,40471004.86,212676549.6,32.2,,,,,,,,,,,,
S22, 2025-01-02 01:50:00.000,40471387.53,212678565.4,31.6,,,,,,,,,,,,
S22, 2025-01-02 01:50:30.000,40471768.97,212680576.8,33,,,,,,,,,,,,
S22, 2025-01-02 01:51:00.000,40472149.53,212682582.4,32.9,,,,,,,,,,,,
S22, 2025-01-02 01:51:30.000,40472529.55,212684588.1,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:52:00.000,40472912.44,212686584.4,33,,,,,,,,,,,,
S22, 2025-01-02 01:52:30.000,40473291.8,212688583.6,33.6,,,,,,,,,,,,
S22, 2025-01-02 01:53:00.000,40473668.45,212690568.1,32.5,,,,,,,,,,,,
S22, 2025-01-02 01:53:30.000,40474047.17,212692560.1,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:54:00.000,40474423.55,212694535.6,32.2,,,,,,,,,,,,
S22, 2025-01-02 01:54:30.000,40474798.92,212696511.4,32,,,,,,,,,,,,
S22, 2025-01-02 01:55:00.000,40475176,212698468.9,32.5,,,,,,,,,,,,
S22, 2025-01-02 01:55:30.000,40475551.59,212700440.1,33.3,,,,,,,,,,,,
S22, 2025-01-02 01:56:00.000,40475927.13,212702411.2,31.8,,,,,,,,,,,,
S22, 2025-01-02 01:56:30.000,40476303.13,212704380.4,31.9,,,,,,,,,,,,
S22, 2025-01-02 01:57:30.000,40477045,212708291.2,32.4,,,,,,,,,,,,
S22, 2025-01-02 01:58:00.000,40477418.64,212710236,32.6,,,,,,,,,,,,
S22, 2025-01-02 01:58:30.000,40477792.22,212712174.6,33.4,,,,,,,,,,,,
S22, 2025-01-02 01:59:00.000,40478158.73,212714110.1,32.3,,,,,,,,,,,,
S22, 2025-01-02 01:59:30.000,40478529.84,212716045.5,32.3,,,,,,,,,,,,
S22, 2025-01-02 02:00:00.000,40478899.31,212717971.9,30.3,,,,,,,,,,,,
S22, 2025-01-02 02:00:30.000,40479267.81,212719896.4,32,,,,,,,,,,,,
S22, 2025-01-02 02:01:00.000,40479634.39,212721821.4,31.2,,,,,,,,,,,,
S22, 2025-01-02 02:01:30.000,40479999.61,212723739.4,33,,,,,,,,,,,,
S22, 2025-01-02 02:02:00.000,40480361.75,212725659.2,33.2,,,,,,,,,,,,
S22, 2025-01-02 02:02:30.000,40480730.3,212727570,31.9,,,,,,,,,,,,
S22, 2025-01-02 02:03:00.000,40481094.2,212729476.9,33,,,,,,,,,,,,
S22, 2025-01-02 02:03:30.000,40481453.91,212731388.5,31.9,,,,,,,,,,,,
S22, 2025-01-02 02:04:30.000,40482176.33,212735189.6,31.9,,,,,,,,,,,,
S22, 2025-01-02 02:05:00.000,40482537.36,212737086.1,32.5,,,,,,,,,,,,
S22, 2025-01-02 02:05:30.000,40482897.06,212738977.3,32.5,,,,,,,,,,,,
S22, 2025-01-02 02:06:00.000,40483253.83,212740862.3,32.2,,,,,,,,,,,,
S22, 2025-01-02 02:06:30.000,40483610.56,212742740.6,33.5,,,,,,,,,,,,
S22, 2025-01-02 02:07:00.000,40483969.13,212744617.1,33,,,,,,,,,,,,
S22, 2025-01-02 02:07:30.000,40484326.58,212746487.8,33.4,,,,,,,,,,,,
S22, 2025-01-02 02:08:00.000,40484680.8,212748352.7,32.8,,,,,,,,,,,,
S22, 2025-01-02 02:08:30.000,40485033.7,212750216,35.2,,,,,,,,,,,,
S22, 2025-01-02 02:09:00.000,40485392.05,212752072.5,32.8,,,,,,,,,,,,
S22, 2025-01-02 02:09:30.000,40485741.8,212753925.1,35.1,,,,,,,,,,,,
S22, 2025-01-02 02:10:00.000,40486095.39,212755776.7,33.7,,,,,,,,,,,,
S22, 2025-01-02 02:10:30.000,40486449.33,212757621.9,34.6,,,,,,,,,,,,
S22, 2025-01-02 02:11:00.000,40486798.33,212759460.6,34.9,,,,,,,,,,,,
S22, 2025-01-02 02:11:30.000,40487147.63,212761295.4,32.9,,,,,,,,,,,,
S22, 2025-01-02 02:12:00.000,40487493.67,212763125.6,33.2,,,,,,,,,,,,
S22, 2025-01-02 02:12:30.000,40487846.2,212764950.1,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:13:00.000,40488194.02,212766770.5,32.3,,,,,,,,,,,,
S22, 2025-01-02 02:13:30.000,40488536.98,212768591.6,33.7,,,,,,,,,,,,
S22, 2025-01-02 02:14:00.000,40488883.94,212770407.8,34.3,,,,,,,,,,,,
S22, 2025-01-02 02:14:30.000,40489229.47,212772221.1,33.5,,,,,,,,,,,,
S22, 2025-01-02 02:15:00.000,40489569.42,212774031.2,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:15:30.000,40489913.33,212775826.1,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:16:00.000,40490257.34,212777615,34.9,,,,,,,,,,,,
S22, 2025-01-02 02:16:30.000,40490599.59,212779404,35.4,,,,,,,,,,,,
S22, 2025-01-02 02:17:00.000,40490940.95,212781193.5,33.7,,,,,,,,,,,,
S22, 2025-01-02 02:17:30.000,40491280.7,212782976.7,34,,,,,,,,,,,,
S22, 2025-01-02 02:18:00.000,40491618.55,212784746,34.4,,,,,,,,,,,,
S22, 2025-01-02 02:18:30.000,40491960.61,212786521.8,34.6,,,,,,,,,,,,
S22, 2025-01-02 02:19:00.000,40492294.02,212788290.1,34.6,,,,,,,,,,,,
S22, 2025-01-02 02:19:30.000,40492634.17,212790055,34.3,,,,,,,,,,,,
S22, 2025-01-02 02:20:00.000,40492966.75,212791815.9,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:20:30.000,40493301.53,212793573.5,34,,,,,,,,,,,,
S22, 2025-01-02 02:21:00.000,40493633.64,212795315.6,35,,,,,,,,,,,,
S22, 2025-01-02 02:21:30.000,40493968.98,212797058,35.1,,,,,,,,,,,,
S22, 2025-01-02 02:22:00.000,40494302.06,212798801.6,34,,,,,,,,,,,,
S22, 2025-01-02 02:22:30.000,40494632,212800536.8,33.4,,,,,,,,,,,,
S22, 2025-01-02 02:23:00.000,40494959.19,212802269,33.5,,,,,,,,,,,,
S22, 2025-01-02 02:23:30.000,40495291.45,212803989.7,33.7,,,,,,,,,,,,
S22, 2025-01-02 02:24:00.000,40495621.39,212805713,34.3,,,,,,,,,,,,
S22, 2025-01-02 02:24:30.000,40495951.69,212807430.7,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:25:00.000,40496275.42,212809146.9,33.9,,,,,,,,,,,,
S22, 2025-01-02 02:25:30.000,40496601.08,212810855.5,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:26:00.000,40496924.28,212812562.1,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:26:30.000,40497250.22,212814262.1,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:27:00.000,40497574.08,212815952.1,33.5,,,,,,,,,,,,
S22, 2025-01-02 02:27:30.000,40497894.39,212817643.4,33.3,,,,,,,,,,,,
S22, 2025-01-02 02:28:00.000,40498211.8,212819330.9,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:28:30.000,40498535.03,212821012.7,32.5,,,,,,,,,,,,
S22, 2025-01-02 02:29:00.000,40498854.11,212822694,33.4,,,,,,,,,,,,
S22, 2025-01-02 02:29:30.000,40499172.81,212824372,32.8,,,,,,,,,,,,
S22, 2025-01-02 02:30:00.000,40499487.36,212826039.7,33,,,,,,,,,,,,
S22, 2025-01-02 02:30:30.000,40499805.53,212827703,33.7,,,,,,,,,,,,
S22, 2025-01-02 02:31:00.000,40500116.91,212829360.5,33.6,,,,,,,,,,,,
S22, 2025-01-02 02:31:30.000,40500435.81,212831014.4,34.1,,,,,,,,,,,,
S22, 2025-01-02 02:32:00.000,40500749.52,212832667.1,33.4,,,,,,,,,,,,
S22, 2025-01-02 02:32:30.000,40501064.02,212834306.1,33.2,,,,,,,,,,,,
S22, 2025-01-02 02:33:00.000,40501375.28,212835939.4,32.4,,,,,,,,,,,,
S22, 2025-01-02 02:33:30.000,40501684.11,212837575.9,32.8,,,,,,,,,,,,
S22, 2025-01-02 02:34:00.000,40502000.06,212839207.3,32.5,,,,,,,,,,,,
S22, 2025-01-02 02:34:30.000,40502306.47,212840830.2,33.5,,,,,,,,,,,,
S22, 2025-01-02 02:35:00.000,40502615.95,212842452.7,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:35:30.000,40502922.81,212844062.4,33.1,,,,,,,,,,,,
S22, 2025-01-02 02:36:00.000,40503232.66,212845673.9,32.8,,,,,,,,,,,,
S22, 2025-01-02 02:36:30.000,40503538.92,212847273.3,32.3,,,,,,,,,,,,
S22, 2025-01-02 02:37:00.000,40503840.19,212848877.5,33,,,,,,,,,,,,
S22, 2025-01-02 02:37:30.000,40504145.34,212850473.2,34,,,,,,,,,,,,
S22, 2025-01-02 02:38:00.000,40504445.44,212852058.8,33.2,,,,,,,,,,,,
S22, 2025-01-02 02:38:30.000,40504748.73,212853646.3,32.6,,,,,,,,,,,,
S22, 2025-01-02 02:39:00.000,40505053.91,212855225.8,32.5,,,,,,,,,,,,
S22, 2025-01-02 02:39:30.000,40505350.11,212856800.7,32.5,,,,,,,,,,,,
